BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
14476	P29474	NOS3	RecName: Full=Nitric oxide synthase 3 {ECO:0000312|HGNC:HGNC:7876}; EC=1.14.13.39 {ECO:0000269|PubMed:1378832, ECO:0000269|PubMed:35772285}; AltName: Full=Constitutive NOS; Short=cNOS; AltName: Full=EC-NOS; AltName: Full=NOS type III; Short=NOSIII; AltName: Full=Nitric oxide synthase, endothelial {ECO:0000305}; Short=Endothelial NOS {ECO:0000305}; Short=eNOS {ECO:0000305};	4846	-
10834	Q13867	BLMH	RecName: Full=Bleomycin hydrolase; Short=BH; Short=BLM hydrolase; Short=BMH; EC=3.4.22.40;	642	-
12217	P22303	ACHE	RecName: Full=Acetylcholinesterase {ECO:0000305}; Short=AChE; EC=3.1.1.7 {ECO:0000269|PubMed:1517212}; Flags: Precursor;	43	-
9715	P00749	PLAU	RecName: Full=Urokinase-type plasminogen activator; Short=U-plasminogen activator; Short=uPA {ECO:0000303|PubMed:24434139}; EC=3.4.21.73; Contains: RecName: Full=Urokinase-type plasminogen activator long chain A {ECO:0000305}; Contains: RecName: Full=Urokinase-type plasminogen activator short chain A; Contains: RecName: Full=Urokinase-type plasminogen activator chain B; Flags: Precursor;	5328	-
14975	P42574	CASP3	RecName: Full=Caspase-3 {ECO:0000303|PubMed:15003516, ECO:0000303|PubMed:18723680}; Short=CASP-3; EC=3.4.22.56 {ECO:0000269|PubMed:23152800, ECO:0000269|PubMed:23845944, ECO:0000269|PubMed:30878284, ECO:0000269|PubMed:33725486, ECO:0000269|PubMed:7596430}; AltName: Full=Apopain {ECO:0000303|PubMed:8696339}; AltName: Full=Cysteine protease CPP32 {ECO:0000303|PubMed:7774019}; Short=CPP-32 {ECO:0000303|PubMed:7774019, ECO:0000303|PubMed:9334240}; AltName: Full=Protein Yama {ECO:0000303|PubMed:7774019}; AltName: Full=SREBP cleavage activity 1; Short=SCA-1; Contains: RecName: Full=Caspase-3 subunit p17; Contains: RecName: Full=Caspase-3 subunit p12; Flags: Precursor;	836	-
25618	Q92673	SORL1	RecName: Full=Sortilin-related receptor; AltName: Full=Low-density lipoprotein receptor relative with 11 ligand-binding repeats; Short=LDLR relative with 11 ligand-binding repeats; Short=LR11 {ECO:0000303|PubMed:14764453}; AltName: Full=SorLA-1 {ECO:0000303|PubMed:8940146}; AltName: Full=Sorting protein-related receptor containing LDLR class A repeats; Short=SorLA {ECO:0000303|PubMed:16531402}; Flags: Precursor;	6653	-
33157	Q13492	PICALM	RecName: Full=Phosphatidylinositol-binding clathrin assembly protein; AltName: Full=Clathrin assembly lymphoid myeloid leukemia protein;	8301	-
10388	P05198	EIF2S1	RecName: Full=Eukaryotic translation initiation factor 2 subunit 1; AltName: Full=Eukaryotic translation initiation factor 2 subunit alpha; Short=eIF-2-alpha; Short=eIF-2A; Short=eIF-2alpha; Short=eIF2-alpha;	1965	-
7195	P06850	CRH	RecName: Full=Corticoliberin; AltName: Full=Corticotropin-releasing factor; Short=CRF; AltName: Full=Corticotropin-releasing hormone; Flags: Precursor;	1392	-
11182	P23560	BDNF	RecName: Full=Brain-derived neurotrophic factor; Short=BDNF; AltName: Full=Abrineurin; Contains: RecName: Full=BDNF precursor form {ECO:0000305}; Short=ProBDNF {ECO:0000305}; Flags: Precursor;	627	-
55257	O00499	BIN1	RecName: Full=Myc box-dependent-interacting protein 1; AltName: Full=Amphiphysin II; AltName: Full=Amphiphysin-like protein; AltName: Full=Box-dependent myc-interacting protein 1; AltName: Full=Bridging integrator 1;	274	-
56840	P02649	APOE	RecName: Full=Apolipoprotein E {ECO:0000305}; Short=Apo-E; Flags: Precursor;	348	-
15443	P04179	SOD2	RecName: Full=Superoxide dismutase [Mn], mitochondrial; EC=1.15.1.1 {ECO:0000269|PubMed:10334867, ECO:0000269|PubMed:10852710, ECO:0000269|PubMed:11580280, ECO:0000269|PubMed:19265433, ECO:0000269|PubMed:8605177, ECO:0000269|PubMed:9537987, ECO:0000269|PubMed:9537988}; Flags: Precursor;	6648	-
11867	P15692	VEGFA	RecName: Full=Vascular endothelial growth factor A, long form; Short=L-VEGF {ECO:0000303|PubMed:11731620, ECO:0000303|PubMed:35455969}; AltName: Full=Vascular permeability factor; Short=VPF; Contains: RecName: Full=N-VEGF {ECO:0000303|PubMed:35455969}; Contains: RecName: Full=VEGFA {ECO:0000303|PubMed:35455969}; Flags: Precursor;	7422	-
8209	F7VJQ1; P04156	PRNP	RecName: Full=Alternative prion protein; AltName: Full=AltPrP;; RecName: Full=Major prion protein; Short=PrP; AltName: Full=ASCR; AltName: Full=PrP27-30; AltName: Full=PrP33-35C; AltName: CD_antigen=CD230; Flags: Precursor;	5621	-
11955	P01344	IGF2	RecName: Full=Insulin-like growth factor II; Short=IGF-II; AltName: Full=Somatomedin-A; AltName: Full=T3M-11-derived growth factor; Contains: RecName: Full=Insulin-like growth factor II; Contains: RecName: Full=Insulin-like growth factor II Ala-25 Del; Contains: RecName: Full=Preptin; Flags: Precursor;	3481	-
8202	P02787	TF	RecName: Full=Serotransferrin {ECO:0000305}; Short=Transferrin; AltName: Full=Beta-1 metal-binding globulin; AltName: Full=Siderophilin; Flags: Precursor;	7018	-
14948	Q07812	BAX	RecName: Full=Apoptosis regulator BAX; AltName: Full=Bcl-2-like protein 4; Short=Bcl2-L-4;	581	-
15637	P09601	HMOX1	RecName: Full=Heme oxygenase 1; Short=HO-1; EC=1.14.14.18 {ECO:0000269|PubMed:11121422, ECO:0000269|PubMed:19556236, ECO:0000269|PubMed:7703255}; Contains: RecName: Full=Heme oxygenase 1 soluble form {ECO:0000303|PubMed:7703255};	3162	-
13474	P17927	CR1	RecName: Full=Complement receptor type 1; AltName: Full=C3b/C4b receptor; AltName: CD_antigen=CD35; Flags: Precursor;	1378	-
15796	P17787	CHRNB2	RecName: Full=Neuronal acetylcholine receptor subunit beta-2; Flags: Precursor;	1141	-
7946	Q9Y6A2	CYP46A1	RecName: Full=Cholesterol 24-hydroxylase {ECO:0000305|PubMed:14640697}; Short=CH24H; EC=1.14.14.25 {ECO:0000269|PubMed:10377398, ECO:0000269|PubMed:14640697, ECO:0000269|PubMed:25017465}; AltName: Full=Cholesterol 24-monooxygenase; AltName: Full=Cholesterol 24S-hydroxylase {ECO:0000303|PubMed:10377398}; AltName: Full=Cytochrome P450 46A1 {ECO:0000303|PubMed:14640697};	10858	-
11211	P05019	IGF1	RecName: Full=Insulin-like growth factor I; Short=IGF-I; AltName: Full=Mechano growth factor; Short=MGF; AltName: Full=Somatomedin-C; Flags: Precursor;	3479	-
8571	Q16555	DPYSL2	RecName: Full=Dihydropyrimidinase-related protein 2; Short=DRP-2; AltName: Full=Collapsin response mediator protein 2; Short=CRMP-2; AltName: Full=N2A3; AltName: Full=Unc-33-like phosphoprotein 2; Short=ULIP-2;	1808	-
15405	P60174	TPI1	RecName: Full=Triosephosphate isomerase {ECO:0000305|PubMed:18562316}; Short=TIM; EC=5.3.1.1 {ECO:0000269|PubMed:18562316}; AltName: Full=Methylglyoxal synthase {ECO:0000250|UniProtKB:P00939}; EC=4.2.3.3 {ECO:0000250|UniProtKB:P00939}; AltName: Full=Triose-phosphate isomerase;	7167	-
56947	Q92870	APBB2	RecName: Full=Amyloid beta precursor protein binding family B member 2 {ECO:0000312|HGNC:HGNC:582}; AltName: Full=Amyloid-beta (A4) precursor protein-binding family B member 2 {ECO:0000250|UniProtKB:Q9DBR4}; AltName: Full=Protein Fe65-like 1 {ECO:0000312|HGNC:HGNC:582};	323	-
13806	P21709	EPHA1	RecName: Full=Ephrin type-A receptor 1; Short=hEpha1; EC=2.7.10.1; AltName: Full=EPH tyrosine kinase; AltName: Full=EPH tyrosine kinase 1; AltName: Full=Erythropoietin-producing hepatoma receptor; AltName: Full=Tyrosine-protein kinase receptor EPH; Flags: Precursor;	2041	-
35602	P01303	NPY	RecName: Full=Pro-neuropeptide Y; Contains: RecName: Full=Neuropeptide Y; AltName: Full=Neuropeptide tyrosine; Short=NPY; Contains: RecName: Full=C-flanking peptide of NPY; Short=CPON; Flags: Precursor;	4852	-
45781	P15976	GATA1	RecName: Full=Erythroid transcription factor; AltName: Full=Eryf1; AltName: Full=GATA-binding factor 1; Short=GATA-1; Short=GF-1; AltName: Full=NF-E1 DNA-binding protein;	2623	-
9708	P05067	APP	RecName: Full=Amyloid-beta precursor protein {ECO:0000312|HGNC:HGNC:620}; Short=APP {ECO:0000312|HGNC:HGNC:620}; AltName: Full=ABPP; AltName: Full=APPI; AltName: Full=Alzheimer disease amyloid A4 protein homolog; AltName: Full=Alzheimer disease amyloid protein; AltName: Full=Amyloid precursor protein {ECO:0000305}; AltName: Full=Amyloid-beta (A4) precursor protein {ECO:0000250|UniProtKB:P12023}; AltName: Full=Amyloid-beta A4 protein; AltName: Full=Cerebral vascular amyloid peptide; Short=CVAP; AltName: Full=PreA4; AltName: Full=Protease nexin-II; Short=PN-II; Contains: RecName: Full=N-APP; Contains: RecName: Full=Soluble APP-alpha {ECO:0000303|PubMed:10656250}; Short=S-APP-alpha {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=Soluble APP-beta {ECO:0000303|PubMed:10656250}; Short=S-APP-beta {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=C99; AltName: Full=Beta-secretase C-terminal fragment {ECO:0000303|PubMed:10656250}; Short=Beta-CTF {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=Amyloid-beta protein 42 {ECO:0000303|PubMed:8886002}; Short=Abeta42; AltName: Full=Beta-APP42; Contains: RecName: Full=Amyloid-beta protein 40 {ECO:0000303|PubMed:8886002}; Short=Abeta40; AltName: Full=Beta-APP40; Contains: RecName: Full=C83; AltName: Full=Alpha-secretase C-terminal fragment {ECO:0000303|PubMed:10656250}; Short=Alpha-CTF {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=P3(42); Contains: RecName: Full=P3(40); Contains: RecName: Full=C80; Contains: RecName: Full=Gamma-secretase C-terminal fragment 59; AltName: Full=Amyloid intracellular domain 59; Short=AICD-59; Short=AID(59); AltName: Full=Gamma-CTF(59); Contains: RecName: Full=Gamma-secretase C-terminal fragment 57; AltName: Full=Amyloid intracellular domain 57; Short=AICD-57; Short=AID(57); AltName: Full=Gamma-CTF(57); Contains: RecName: Full=Gamma-secretase C-terminal fragment 50; AltName: Full=Amyloid intracellular domain 50; Short=AICD-50; Short=AID(50); AltName: Full=Gamma-CTF(50); Contains: RecName: Full=C31; Flags: Precursor;	351	-
10534	Q494W8; P36544	CHRNA7; CHRFAM7A	RecName: Full=CHRNA7-FAM7A fusion protein; AltName: Full=CHRNA7-DR1; AltName: Full=D-10;; RecName: Full=Neuronal acetylcholine receptor subunit alpha-7; Flags: Precursor;	89832; 1139	-
12363	P01023	A2M	RecName: Full=Alpha-2-macroglobulin; Short=Alpha-2-M; AltName: Full=C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5; Flags: Precursor;	2	-
14680	P14735	IDE	RecName: Full=Insulin-degrading enzyme {ECO:0000303|PubMed:20364150}; EC=3.4.24.56 {ECO:0000269|PubMed:10684867, ECO:0000269|PubMed:17051221, ECO:0000269|PubMed:21098034, ECO:0000269|PubMed:2293021}; AltName: Full=Abeta-degrading protease; AltName: Full=Insulin protease {ECO:0000303|PubMed:20364150}; Short=Insulinase {ECO:0000303|PubMed:20364150}; AltName: Full=Insulysin {ECO:0000303|PubMed:20364150};	3416	-
37407	P42898	MTHFR	RecName: Full=Methylenetetrahydrofolate reductase (NADPH) {ECO:0000305}; EC=1.5.1.53 {ECO:0000269|PubMed:25736335, ECO:0000269|PubMed:29891918};	4524	-
10204	P06276	BCHE	RecName: Full=Cholinesterase; EC=3.1.1.8; AltName: Full=Acylcholine acylhydrolase; AltName: Full=Butyrylcholine esterase; AltName: Full=Choline esterase II; AltName: Full=Pseudocholinesterase; Flags: Precursor;	590	-
21734	O14773	TPP1	RecName: Full=Tripeptidyl-peptidase 1; Short=TPP-1; EC=3.4.14.9 {ECO:0000269|PubMed:11054422, ECO:0000269|PubMed:19038966, ECO:0000269|PubMed:19038967}; AltName: Full=Cell growth-inhibiting gene 1 protein; AltName: Full=Lysosomal pepstatin-insensitive protease; Short=LPIC; AltName: Full=Tripeptidyl aminopeptidase; AltName: Full=Tripeptidyl-peptidase I; Short=TPP-I; Flags: Precursor;	1200	-
14817	P01584	IL1B	RecName: Full=Interleukin-1 beta {ECO:0000303|PubMed:1919436}; Short=IL-1 beta {ECO:0000303|PubMed:1919436}; AltName: Full=Catabolin; Flags: Precursor;	3553	-
15961	P01308	INS	RecName: Full=Insulin; Contains: RecName: Full=Insulin B chain; Contains: RecName: Full=Insulin A chain; Flags: Precursor;	3630	-
14812	P12821	ACE	RecName: Full=Angiotensin-converting enzyme {ECO:0000303|PubMed:2849100}; Short=ACE {ECO:0000303|PubMed:2849100}; EC=3.4.15.1 {ECO:0000269|PubMed:10913258, ECO:0000269|PubMed:11076943, ECO:0000269|PubMed:12542396, ECO:0000269|PubMed:1320019, ECO:0000269|PubMed:4322742, ECO:0000269|PubMed:7961923}; AltName: Full=Dipeptidyl carboxypeptidase I {ECO:0000303|PubMed:4322742}; AltName: Full=Kininase II {ECO:0000303|PubMed:6055465}; AltName: CD_antigen=CD143; Contains: RecName: Full=Angiotensin-converting enzyme, soluble form; Flags: Precursor;	1636	-
53582	Q9Y5K6	CD2AP	RecName: Full=CD2-associated protein; AltName: Full=Adapter protein CMS; AltName: Full=Cas ligand with multiple SH3 domains;	23607	-
57369	Q9UKV5	AMFR	RecName: Full=E3 ubiquitin-protein ligase AMFR; EC=2.3.2.36 {ECO:0000269|PubMed:28604676, ECO:0000269|PubMed:31953408}; AltName: Full=Autocrine motility factor receptor {ECO:0000303|PubMed:10456327}; Short=AMF receptor {ECO:0000303|PubMed:10456327}; AltName: Full=RING finger protein 45; AltName: Full=gp78 {ECO:0000303|PubMed:11724934};	267	-
13490	P37231	PPARG	RecName: Full=Peroxisome proliferator-activated receptor gamma; Short=PPAR-gamma; AltName: Full=Nuclear receptor subfamily 1 group C member 3;	5468	-
12394	P10636	MAPT	RecName: Full=Microtubule-associated protein tau {ECO:0000305}; AltName: Full=Neurofibrillary tangle protein; AltName: Full=Paired helical filament-tau; Short=PHF-tau;	4137	-
14588	Q15392	DHCR24	RecName: Full=Delta(24)-sterol reductase; EC=1.3.1.72 {ECO:0000269|PubMed:11519011, ECO:0000269|PubMed:21671375}; AltName: Full=24-dehydrocholesterol reductase; AltName: Full=3-beta-hydroxysterol Delta-24-reductase; AltName: Full=Diminuto/dwarf1 homolog; AltName: Full=Seladin-1 {ECO:0000303|PubMed:11007892}; Flags: Precursor;	1718	-
