BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
13489	Q07869	PPARA	RecName: Full=Peroxisome proliferator-activated receptor alpha; Short=PPAR-alpha; AltName: Full=Nuclear receptor subfamily 1 group C member 1;	5465	-
10583	P13500	CCL2	RecName: Full=C-C motif chemokine 2; AltName: Full=HC11; AltName: Full=Monocyte chemoattractant protein 1; AltName: Full=Monocyte chemotactic and activating factor; Short=MCAF; AltName: Full=Monocyte chemotactic protein 1; Short=MCP-1; AltName: Full=Monocyte secretory protein JE; AltName: Full=Small-inducible cytokine A2; Flags: Precursor;	6347	-
15998	P17252	PRKCA	RecName: Full=Protein kinase C alpha type; Short=PKC-A; Short=PKC-alpha; EC=2.7.11.13 {ECO:0000269|PubMed:25313067, ECO:0000269|PubMed:36040231};	5578	-
17275	Q5T1R4	HIVEP3	RecName: Full=Transcription factor HIVEP3; AltName: Full=Human immunodeficiency virus type I enhancer-binding protein 3; AltName: Full=Kappa-B and V(D)J recombination signal sequences-binding protein; AltName: Full=Kappa-binding protein 1; Short=KBP-1; AltName: Full=Zinc finger protein ZAS3;	59269	-
48891	Q96DT5	DNAH11	RecName: Full=Dynein axonemal heavy chain 11 {ECO:0000305}; AltName: Full=Axonemal beta dynein heavy chain 11; AltName: Full=Ciliary dynein heavy chain 11;	8701	-
30506	Q5TC82	RC3H1	RecName: Full=Roquin-1 {ECO:0000305}; Short=Roquin {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:26489670}; AltName: Full=RING finger and C3H zinc finger protein 1; AltName: Full=RING finger and CCCH-type zinc finger domain-containing protein 1; AltName: Full=RING finger protein 198;	149041	-
12112	Q04206	RELA	RecName: Full=Transcription factor p65; AltName: Full=Nuclear factor NF-kappa-B p65 subunit; AltName: Full=Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3;	5970	-
11182	P23560	BDNF	RecName: Full=Brain-derived neurotrophic factor; Short=BDNF; AltName: Full=Abrineurin; Contains: RecName: Full=BDNF precursor form {ECO:0000305}; Short=ProBDNF {ECO:0000305}; Flags: Precursor;	627	-
12928	P01138	NGF	RecName: Full=Beta-nerve growth factor {ECO:0000303|PubMed:6688123}; Short=Beta-NGF {ECO:0000303|PubMed:6327169}; Flags: Precursor;	4803	-
57280	P16860	NPPB	RecName: Full=Natriuretic peptides B; AltName: Full=Brain natriuretic factor prohormone {ECO:0000303|PubMed:2138890}; Short=preproBNP {ECO:0000250|UniProtKB:P40753}; Short=proBNP {ECO:0000303|PubMed:2138890}; AltName: Full=Gamma-brain natriuretic peptide {ECO:0000250|UniProtKB:P07634}; AltName: Full=Iso-ANP {ECO:0000250|UniProtKB:P13205}; Contains: RecName: Full=NT-proBNP {ECO:0000303|PubMed:25339504}; AltName: Full=NT-pro-BNP {ECO:0000303|PubMed:17372040}; AltName: Full=NT-proBNP(1-76) {ECO:0000303|PubMed:18466803}; Contains: RecName: Full=proBNP(3-108) {ECO:0000303|PubMed:17367664}; Contains: RecName: Full=Brain natriuretic peptide 32 {ECO:0000305}; Short=BNP(1-32) {ECO:0000305}; Short=BNP-32 {ECO:0000305}; AltName: Full=Brain natriuretic peptide {ECO:0000303|PubMed:2597152}; Short=BNP {ECO:0000303|PubMed:2597152}; Contains: RecName: Full=BNP(1-30); Contains: RecName: Full=BNP(1-29); Contains: RecName: Full=BNP(1-28); Contains: RecName: Full=BNP(2-31); Contains: RecName: Full=BNP(3-32) {ECO:0000303|PubMed:16254193}; AltName: Full=des-SerPro-BNP {ECO:0000303|PubMed:16254193}; AltName: Full=proBNP(79-108) {ECO:0000303|PubMed:17367664}; Contains: RecName: Full=BNP(3-30); Contains: RecName: Full=BNP(3-29); Contains: RecName: Full=Brain natriuretic peptide 29 {ECO:0000250|UniProtKB:P07634}; Short=BNP(4-32) {ECO:0000303|PubMed:20489134}; Contains: RecName: Full=BNP(4-31); Contains: RecName: Full=BNP(4-30); Contains: RecName: Full=BNP(4-29); Contains: RecName: Full=BNP(4-27); Contains: RecName: Full=BNP(5-32); Contains: RecName: Full=BNP(5-31); Contains: RecName: Full=BNP(5-29); Flags: Precursor;	4879	-
14109	P16422	EPCAM	RecName: Full=Epithelial cell adhesion molecule; Short=Ep-CAM; AltName: Full=Adenocarcinoma-associated antigen; AltName: Full=Cell surface glycoprotein Trop-1; AltName: Full=Epithelial cell surface antigen; AltName: Full=Epithelial glycoprotein; Short=EGP; AltName: Full=Epithelial glycoprotein 314; Short=EGP314; Short=hEGP314; AltName: Full=KS 1/4 antigen; AltName: Full=KSA; AltName: Full=Major gastrointestinal tumor-associated protein GA733-2; AltName: Full=Tumor-associated calcium signal transducer 1; AltName: CD_antigen=CD326; Flags: Precursor;	4072	-
46335	Q92949	FOXJ1	RecName: Full=Forkhead box protein J1 {ECO:0000305}; AltName: Full=Forkhead-related protein FKHL13 {ECO:0000303|PubMed:9073514}; AltName: Full=Hepatocyte nuclear factor 3 forkhead homolog 4 {ECO:0000303|PubMed:9530170}; Short=HFH-4 {ECO:0000303|PubMed:9530170};	2302	-
57690	P55008	AIF1	RecName: Full=Allograft inflammatory factor 1; Short=AIF-1; AltName: Full=Ionized calcium-binding adapter molecule 1; AltName: Full=Protein G1;	199	-
13720	P14902	IDO1	RecName: Full=Indoleamine 2,3-dioxygenase 1 {ECO:0000303|PubMed:2109605}; Short=IDO-1; EC=1.13.11.52 {ECO:0000269|PubMed:17671174}; AltName: Full=Indoleamine-pyrrole 2,3-dioxygenase;	3620	-
13417	Q9UHD2	TBK1	RecName: Full=Serine/threonine-protein kinase TBK1 {ECO:0000305}; EC=2.7.11.1 {ECO:0000269|PubMed:15367631, ECO:0000269|PubMed:18583960, ECO:0000269|PubMed:21138416, ECO:0000269|PubMed:21270402, ECO:0000269|PubMed:21464307, ECO:0000269|PubMed:21617041, ECO:0000269|PubMed:25636800}; AltName: Full=NF-kappa-B-activating kinase {ECO:0000303|PubMed:10783893}; AltName: Full=T2K; AltName: Full=TANK-binding kinase 1 {ECO:0000303|PubMed:10581243};	29110	-
9179	Q12756	KIF1A	RecName: Full=Kinesin-like protein KIF1A; AltName: Full=Axonal transporter of synaptic vesicles; AltName: Full=Microtubule-based motor KIF1A; AltName: Full=Unc-104- and KIF1A-related protein; Short=hUnc-104;	547	-
10116	Q5VWK5	IL23R	RecName: Full=Interleukin-23 receptor; Short=IL-23 receptor; Short=IL-23R; Flags: Precursor;	149233	-
24744	Q9UGK3	STAP2	RecName: Full=Signal-transducing adaptor protein 2; Short=STAP-2; AltName: Full=Breast tumor kinase substrate; Short=BRK substrate;	55620	-
12826	P78540	ARG2	RecName: Full=Arginase-2, mitochondrial; EC=3.5.3.1 {ECO:0000269|PubMed:12859189}; AltName: Full=Arginase II; AltName: Full=Kidney-type arginase; AltName: Full=Non-hepatic arginase; AltName: Full=Type II arginase; Flags: Precursor;	384	-
36982	Q8WU39	MZB1	RecName: Full=Marginal zone B- and B1-cell-specific protein; AltName: Full=Mesenteric estrogen-dependent adipose 7; Short=MEDA-7; AltName: Full=Plasma cell-induced resident endoplasmic reticulum protein; Short=Plasma cell-induced resident ER protein; Short=pERp1; AltName: Full=Proapoptotic caspase adapter protein; Flags: Precursor;	51237	-
9829	P19875	CXCL2	RecName: Full=C-X-C motif chemokine 2; AltName: Full=Growth-regulated protein beta; Short=Gro-beta; AltName: Full=Macrophage inflammatory protein 2-alpha; Short=MIP2-alpha; Contains: RecName: Full=GRO-beta(5-73); AltName: Full=GRO-beta-T; AltName: Full=Hematopoietic synergistic factor; Short=HSF; AltName: Full=SB-251353; Flags: Precursor;	2920	-
9828	P51671	CCL11	RecName: Full=Eotaxin; AltName: Full=C-C motif chemokine 11; AltName: Full=Eosinophil chemotactic protein; AltName: Full=Small-inducible cytokine A11; Flags: Precursor;	6356	-
9171	P78348	ASIC1	RecName: Full=Acid-sensing ion channel 1 {ECO:0000303|PubMed:10798398}; Short=ASIC1 {ECO:0000303|PubMed:10798398}; AltName: Full=Amiloride-sensitive cation channel 2, neuronal; AltName: Full=Brain sodium channel 2 {ECO:0000303|PubMed:9037075}; Short=BNaC2 {ECO:0000303|PubMed:9037075};	41	-
40626	Q9NVR5	DNAAF2	RecName: Full=Protein kintoun {ECO:0000255|HAMAP-Rule:MF_03069}; AltName: Full=Dynein assembly factor 2, axonemal {ECO:0000255|HAMAP-Rule:MF_03069};	55172	-
14992	P24394	IL4R	RecName: Full=Interleukin-4 receptor subunit alpha; Short=IL-4 receptor subunit alpha; Short=IL-4R subunit alpha; Short=IL-4R-alpha; Short=IL-4RA; AltName: CD_antigen=CD124; Contains: RecName: Full=Soluble interleukin-4 receptor subunit alpha; Short=Soluble IL-4 receptor subunit alpha; Short=Soluble IL-4R-alpha; Short=sIL4Ralpha/prot; AltName: Full=IL-4-binding protein; Short=IL4-BP; Flags: Precursor;	3566	-
14990	Q08334	IL10RB	RecName: Full=Interleukin-10 receptor subunit beta; Short=IL-10 receptor subunit beta; Short=IL-10R subunit beta; Short=IL-10RB; AltName: Full=Cytokine receptor class-II member 4; AltName: Full=Cytokine receptor family 2 member 4; Short=CRF2-4; AltName: Full=Interleukin-10 receptor subunit 2; Short=IL-10R subunit 2; Short=IL-10R2; AltName: CD_antigen=CDw210b; Flags: Precursor;	3588	-
13005	Q16566	CAMK4	RecName: Full=Calcium/calmodulin-dependent protein kinase type IV; Short=CaMK IV; EC=2.7.11.17; AltName: Full=CaM kinase-GR;	814	-
13605	P68871	HBB	RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain; Contains: RecName: Full=LVV-hemorphin-7; Contains: RecName: Full=Spinorphin;	3043	-
52819	Q9UNE7	STUB1	RecName: Full=E3 ubiquitin-protein ligase CHIP {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:11557750, ECO:0000269|PubMed:15466472, ECO:0000269|PubMed:24043303}; AltName: Full=Antigen NY-CO-7 {ECO:0000303|PubMed:9610721}; AltName: Full=CLL-associated antigen KW-8 {ECO:0000303|PubMed:12200376}; AltName: Full=Carboxy terminus of Hsp70-interacting protein {ECO:0000303|PubMed:10330192}; AltName: Full=RING-type E3 ubiquitin transferase CHIP {ECO:0000305}; AltName: Full=STIP1 homology and U box-containing protein 1 {ECO:0000312|HGNC:HGNC:11427};	10273	-
14463	P09874	PARP1	RecName: Full=Poly [ADP-ribose] polymerase 1 {ECO:0000303|PubMed:2824474, ECO:0000303|PubMed:3120710}; Short=PARP-1 {ECO:0000303|PubMed:15607977}; EC=2.4.2.30 {ECO:0000269|PubMed:18172500, ECO:0000269|PubMed:19764761, ECO:0000269|PubMed:25043379, ECO:0000269|PubMed:26344098, ECO:0000269|PubMed:28190768, ECO:0000269|PubMed:33683197, ECO:0000269|PubMed:7852410}; AltName: Full=ADP-ribosyltransferase diphtheria toxin-like 1 {ECO:0000303|PubMed:29954836}; Short=ARTD1 {ECO:0000303|PubMed:29954836}; AltName: Full=DNA ADP-ribosyltransferase PARP1 {ECO:0000305}; EC=2.4.2.- {ECO:0000269|PubMed:27471034}; AltName: Full=NAD(+) ADP-ribosyltransferase 1 {ECO:0000303|Ref.11}; Short=ADPRT 1 {ECO:0000303|Ref.11}; AltName: Full=Poly[ADP-ribose] synthase 1; AltName: Full=Protein poly-ADP-ribosyltransferase PARP1 {ECO:0000305}; EC=2.4.2.- {ECO:0000269|PubMed:19764761, ECO:0000269|PubMed:25043379, ECO:0000269|PubMed:27256882, ECO:0000269|PubMed:33683197, ECO:0000269|PubMed:34210965, ECO:0000269|PubMed:34625544, ECO:0000269|PubMed:35393539}; Contains: RecName: Full=Poly [ADP-ribose] polymerase 1, processed C-terminus {ECO:0000305}; AltName: Full=Poly [ADP-ribose] polymerase 1, 89-kDa form {ECO:0000303|PubMed:33168626}; Contains: RecName: Full=Poly [ADP-ribose] polymerase 1, processed N-terminus {ECO:0000305}; Short=NT-PARP-1 {ECO:0000303|PubMed:35104452}; AltName: Full=Poly [ADP-ribose] polymerase 1, 24-kDa form {ECO:0000303|PubMed:33168626}; AltName: Full=Poly [ADP-ribose] polymerase 1, 28-kDa form {ECO:0000303|PubMed:9721847};	142	-
37354	Q96GX9	APIP	RecName: Full=Methylthioribulose-1-phosphate dehydratase {ECO:0000255|HAMAP-Rule:MF_03116}; Short=MTRu-1-P dehydratase {ECO:0000255|HAMAP-Rule:MF_03116}; EC=4.2.1.109 {ECO:0000255|HAMAP-Rule:MF_03116, ECO:0000269|PubMed:24367089}; AltName: Full=APAF1-interacting protein {ECO:0000255|HAMAP-Rule:MF_03116}; Short=hAPIP;	51074	-
13313	Q14289	PTK2B	RecName: Full=Protein-tyrosine kinase 2-beta; EC=2.7.10.2; AltName: Full=Calcium-dependent tyrosine kinase; Short=CADTK; AltName: Full=Calcium-regulated non-receptor proline-rich tyrosine kinase; AltName: Full=Cell adhesion kinase beta; Short=CAK-beta; Short=CAKB; AltName: Full=Focal adhesion kinase 2; Short=FADK 2; AltName: Full=Proline-rich tyrosine kinase 2; AltName: Full=Related adhesion focal tyrosine kinase; Short=RAFTK;	2185	-
14465	Q16552	IL17A	RecName: Full=Interleukin-17A; Short=IL-17; Short=IL-17A; AltName: Full=Cytotoxic T-lymphocyte-associated antigen 8; Short=CTLA-8; Flags: Precursor;	3605	-
53251	P17676	CEBPB	RecName: Full=CCAAT/enhancer-binding protein beta {ECO:0000312|HGNC:HGNC:1834}; Short=C/EBP beta {ECO:0000312|HGNC:HGNC:1834}; AltName: Full=Liver activator protein; Short=LAP; AltName: Full=Liver-enriched inhibitory protein; Short=LIP; AltName: Full=Nuclear factor NF-IL6 {ECO:0000303|PubMed:1741402}; AltName: Full=Transcription factor 5; Short=TCF-5;	1051	-
12141	P14174	MIF	RecName: Full=Macrophage migration inhibitory factor {ECO:0000303|PubMed:2552447}; Short=MIF {ECO:0000303|PubMed:2552447}; EC=5.3.2.1 {ECO:0000269|PubMed:11439086}; AltName: Full=Glycosylation-inhibiting factor {ECO:0000250|UniProtKB:P34884}; Short=GIF {ECO:0000250|UniProtKB:P34884}; AltName: Full=L-dopachrome isomerase; AltName: Full=L-dopachrome tautomerase; EC=5.3.3.12 {ECO:0000269|PubMed:17526494}; AltName: Full=Phenylpyruvate tautomerase;	4282	-
22059	Q9UNG2	TNFSF18	RecName: Full=Tumor necrosis factor ligand superfamily member 18 {ECO:0000305}; AltName: Full=Activation-inducible TNF-related ligand; Short=AITRL; AltName: Full=Glucocorticoid-induced TNF-related ligand; Short=hGITRL;	8995	-
9953	P01588	EPO	RecName: Full=Erythropoietin {ECO:0000303|PubMed:3838366}; AltName: INN=Epoetin; Flags: Precursor;	2056	-
11471	Q05513	PRKCZ	RecName: Full=Protein kinase C zeta type; EC=2.7.11.13 {ECO:0000269|PubMed:15084291, ECO:0000269|PubMed:15324659, ECO:0000269|PubMed:36040231}; AltName: Full=nPKC-zeta;	5590	-
14783	Q01201	RELB	RecName: Full=Transcription factor RelB; AltName: Full=I-Rel;	5971	-
16271	P31749	AKT1	RecName: Full=RAC-alpha serine/threonine-protein kinase; EC=2.7.11.1 {ECO:0000269|PubMed:12172553, ECO:0000269|PubMed:15861136, ECO:0000269|PubMed:32322062, ECO:0000269|PubMed:33594058}; AltName: Full=Protein kinase B; Short=PKB; AltName: Full=Protein kinase B alpha; Short=PKB alpha; AltName: Full=Proto-oncogene c-Akt; AltName: Full=RAC-PK-alpha;	207	-
13490	P37231	PPARG	RecName: Full=Peroxisome proliferator-activated receptor gamma; Short=PPAR-gamma; AltName: Full=Nuclear receptor subfamily 1 group C member 3;	5468	-
19413	P42768	WAS	RecName: Full=Actin nucleation-promoting factor WAS {ECO:0000305}; AltName: Full=Wiskott-Aldrich syndrome protein; Short=WASp;	7454	-
7724	O60506	SYNCRIP	RecName: Full=Heterogeneous nuclear ribonucleoprotein Q; Short=hnRNP Q; AltName: Full=Glycine- and tyrosine-rich RNA-binding protein; Short=GRY-RBP; AltName: Full=NS1-associated protein 1; AltName: Full=Synaptotagmin-binding, cytoplasmic RNA-interacting protein;	10492	-
42044	P10914	IRF1	RecName: Full=Interferon regulatory factor 1; Short=IRF-1;	3659	-
8233	P05362	ICAM1	RecName: Full=Intercellular adhesion molecule 1; Short=ICAM-1; AltName: Full=Major group rhinovirus receptor; AltName: CD_antigen=CD54; Flags: Precursor;	3383	-
14113	Q07817	BCL2L1	RecName: Full=Bcl-2-like protein 1; Short=Bcl2-L-1; AltName: Full=Apoptosis regulator Bcl-X;	598	-
14110	P01583	IL1A	RecName: Full=Interleukin-1 alpha; Short=IL-1 alpha; AltName: Full=Hematopoietin-1; Flags: Precursor;	3552	-
14116	P35869	AHR	RecName: Full=Aryl hydrocarbon receptor {ECO:0000303|PubMed:8393992}; Short=Ah receptor {ECO:0000303|PubMed:8393992}; Short=AhR {ECO:0000303|PubMed:8393992}; AltName: Full=Class E basic helix-loop-helix protein 76; Short=bHLHe76; Flags: Precursor;	196	-
14114	P10415	BCL2	RecName: Full=Apoptosis regulator Bcl-2;	596	-
36850	Q86W25	NLRP13	RecName: Full=NACHT, LRR and PYD domains-containing protein 13; AltName: Full=Nucleotide-binding oligomerization domain protein 14;	126204	-
12116	P02786	TFRC	RecName: Full=Transferrin receptor protein 1; Short=TR; Short=TfR; Short=TfR1; Short=Trfr; AltName: Full=T9; AltName: Full=p90; AltName: CD_antigen=CD71; Contains: RecName: Full=Transferrin receptor protein 1, serum form; Short=sTfR;	7037	-
19369	O75083	WDR1	RecName: Full=WD repeat-containing protein 1; AltName: Full=Actin-interacting protein 1; Short=AIP1; AltName: Full=NORI-1;	9948	-
13517	P25116	F2R	RecName: Full=Proteinase-activated receptor 1 {ECO:0000305}; Short=PAR-1; AltName: Full=Coagulation factor II receptor; AltName: Full=Thrombin receptor; Flags: Precursor;	2149	-
42500	Q9NZH6	IL37	RecName: Full=Interleukin-37; Short=IL-37; AltName: Full=FIL1 zeta; AltName: Full=IL-1X; AltName: Full=Interleukin-1 family member 7; Short=IL-1F7; AltName: Full=Interleukin-1 homolog 4; Short=IL-1H; Short=IL-1H4; AltName: Full=Interleukin-1 zeta; Short=IL-1 zeta; AltName: Full=Interleukin-1-related protein; Short=IL-1RP1; Flags: Precursor;	27178	-
53782	Q99616	CCL13	RecName: Full=C-C motif chemokine 13; AltName: Full=CK-beta-10; AltName: Full=Monocyte chemoattractant protein 4; AltName: Full=Monocyte chemotactic protein 4; Short=MCP-4; AltName: Full=NCC-1; AltName: Full=Small-inducible cytokine A13; Contains: RecName: Full=C-C motif chemokine 13, long chain; Contains: RecName: Full=C-C motif chemokine 13, medium chain; Contains: RecName: Full=C-C motif chemokine 13, short chain; Flags: Precursor;	6357	-
42992	Q9UBH0	IL36RN	RecName: Full=Interleukin-36 receptor antagonist protein; Short=IL-36Ra {ECO:0000303|PubMed:21965679}; AltName: Full=FIL1 delta; AltName: Full=IL-1-related protein 3; Short=IL-1RP3; AltName: Full=Interleukin-1 HY1; Short=IL-1HY1; AltName: Full=Interleukin-1 delta; Short=IL-1 delta; AltName: Full=Interleukin-1 family member 5; Short=IL-1F5; AltName: Full=Interleukin-1 receptor antagonist homolog 1; Short=IL-1ra homolog 1; AltName: Full=Interleukin-1-like protein 1; Short=IL-1L1;	26525	-
11209	P25103	TACR1	RecName: Full=Substance-P receptor; Short=SPR; AltName: Full=NK-1 receptor; Short=NK-1R; AltName: Full=Tachykinin receptor 1;	6869	-
30504	Q9HBD1	RC3H2	RecName: Full=Roquin-2; EC=2.3.2.27 {ECO:0000269|PubMed:26249698}; AltName: Full=Membrane-associated nucleic acid-binding protein; AltName: Full=RING finger and CCCH-type zinc finger domain-containing protein 2; AltName: Full=RING finger protein 164; AltName: Full=RING-type E3 ubiquitin transferase Roquin-2 {ECO:0000305};	54542	-
14206	Q15109	AGER	RecName: Full=Advanced glycosylation end product-specific receptor; AltName: Full=Receptor for advanced glycosylation end products; Flags: Precursor;	177	-
13916	P14780	MMP9	RecName: Full=Matrix metalloproteinase-9; Short=MMP-9; EC=3.4.24.35 {ECO:0000269|PubMed:1480034}; AltName: Full=92 kDa gelatinase; AltName: Full=92 kDa type IV collagenase {ECO:0000303|PubMed:2551898}; AltName: Full=Gelatinase B; Short=GELB; Contains: RecName: Full=67 kDa matrix metalloproteinase-9 {ECO:0000303|PubMed:1371271}; Contains: RecName: Full=82 kDa matrix metalloproteinase-9 {ECO:0000303|PubMed:1371271}; Flags: Precursor;	4318	-
13140	P05231	IL6	RecName: Full=Interleukin-6 {ECO:0000305}; Short=IL-6; AltName: Full=B-cell stimulatory factor 2; Short=BSF-2; AltName: Full=CTL differentiation factor; Short=CDF; AltName: Full=Hybridoma growth factor; AltName: Full=Interferon beta-2; Short=IFN-beta-2; Flags: Precursor;	3569	-
