BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
49804	O14521	SDHD	RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial; Short=CybS; AltName: Full=CII-4; AltName: Full=Malate dehydrogenase [quinone] cytochrome b small subunit; AltName: Full=QPs3; AltName: Full=Succinate dehydrogenase complex subunit D; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome b small subunit; AltName: Full=Succinate-ubiquinone reductase membrane anchor subunit; Flags: Precursor;	6392	-
33589	O60683	PEX10	RecName: Full=Peroxisome biogenesis factor 10 {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:24662292}; AltName: Full=Peroxin-10 {ECO:0000305}; AltName: Full=Peroxisomal biogenesis factor 10; AltName: Full=Peroxisome assembly protein 10; AltName: Full=RING finger protein 69;	5192	-
10365	P23025	XPA	RecName: Full=DNA repair protein complementing XP-A cells; AltName: Full=Xeroderma pigmentosum group A-complementing protein;	7507	-
13362	P21333	FLNA	RecName: Full=Filamin-A; Short=FLN-A; AltName: Full=Actin-binding protein 280; Short=ABP-280; AltName: Full=Alpha-filamin; AltName: Full=Endothelial actin-binding protein; AltName: Full=Filamin-1; AltName: Full=Non-muscle filamin;	2316	-
41919	Q13683	ITGA7	RecName: Full=Integrin alpha-7; Contains: RecName: Full=Integrin alpha-7 heavy chain; Contains: RecName: Full=Integrin alpha-7 light chain; Contains: RecName: Full=Integrin alpha-7 70 kDa form; Flags: Precursor;	3679	-
47845	P50548	ERF	RecName: Full=ETS domain-containing transcription factor ERF; AltName: Full=Ets2 repressor factor; AltName: Full=PE-2;	2077	-
7141	P31040	SDHA	RecName: Full=Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial; EC=1.3.5.1 {ECO:0000305|PubMed:24781757}; AltName: Full=Flavoprotein subunit of complex II; Short=Fp; AltName: Full=Malate dehydrogenase [quinone] flavoprotein subunit; EC=1.1.5.- {ECO:0000250|UniProtKB:P31039}; Flags: Precursor;	6389	-
15366	P19447	ERCC3	RecName: Full=General transcription and DNA repair factor IIH helicase/translocase subunit XPB {ECO:0000303|PubMed:27193682}; Short=TFIIH subunit XPB; EC=5.6.2.4 {ECO:0000269|PubMed:8663148, ECO:0000305|PubMed:8465201}; AltName: Full=Basic transcription factor 2 89 kDa subunit; Short=BTF2 p89; AltName: Full=DNA 3'-5' helicase/translocase XPB {ECO:0000305}; AltName: Full=DNA excision repair protein ERCC-3; AltName: Full=DNA repair protein complementing XP-B cells {ECO:0000303|PubMed:2167179}; AltName: Full=TFIIH basal transcription factor complex 89 kDa subunit {ECO:0000303|PubMed:8465201}; Short=TFIIH 89 kDa subunit; Short=TFIIH p89; AltName: Full=Xeroderma pigmentosum group B-complementing protein;	2071	-
37345	Q9Y2Z2	MTO1	RecName: Full=Protein MTO1 homolog, mitochondrial; Flags: Precursor;	25821	-
58476	Q9UDR5	AASS	RecName: Full=Alpha-aminoadipic semialdehyde synthase, mitochondrial {ECO:0000305|PubMed:10775527, ECO:0000305|PubMed:463877}; AltName: Full=LKR/SDH {ECO:0000305|PubMed:10775527}; Includes: RecName: Full=Lysine ketoglutarate reductase {ECO:0000305|PubMed:10775527}; Short=LKR {ECO:0000303|PubMed:10775527}; Short=LOR; EC=1.5.1.8 {ECO:0000269|PubMed:10775527, ECO:0000269|PubMed:463877}; Includes: RecName: Full=Saccharopine dehydrogenase {ECO:0000305|PubMed:10775527}; Short=SDH {ECO:0000303|PubMed:10775527}; EC=1.5.1.9 {ECO:0000269|PubMed:10775527, ECO:0000269|PubMed:463877}; Flags: Precursor;	10157	-
55762	Q13825	AUH	RecName: Full=Methylglutaconyl-CoA hydratase, mitochondrial {ECO:0000303|PubMed:16640564}; Short=3-MG-CoA hydratase {ECO:0000303|PubMed:16640564}; EC=4.2.1.18 {ECO:0000269|PubMed:12434311, ECO:0000269|PubMed:16640564}; AltName: Full=AU-specific RNA-binding enoyl-CoA hydratase; Short=AU-binding protein/enoyl-CoA hydratase; AltName: Full=Itaconyl-CoA hydratase {ECO:0000303|PubMed:29056341}; EC=4.2.1.56 {ECO:0000303|PubMed:29056341}; Flags: Precursor;	549	-
29773	Q8WYP3	RIN2	RecName: Full=Ras and Rab interactor 2; AltName: Full=Ras association domain family 4; AltName: Full=Ras inhibitor JC265; AltName: Full=Ras interaction/interference protein 2;	54453	-
13001	O75381	PEX14	RecName: Full=Peroxisomal membrane protein PEX14 {ECO:0000305}; AltName: Full=PTS1 receptor-docking protein; AltName: Full=Peroxin-14 {ECO:0000305}; AltName: Full=Peroxisomal membrane anchor protein PEX14;	5195	-
54632	Q99643	SDHC	RecName: Full=Succinate dehydrogenase cytochrome b560 subunit, mitochondrial; AltName: Full=Integral membrane protein CII-3; AltName: Full=Malate dehydrogenase [quinone] cytochrome b560 subunit; AltName: Full=QPs-1; Short=QPs1; AltName: Full=Succinate dehydrogenase complex subunit C; AltName: Full=Succinate-ubiquinone oxidoreductase cytochrome B large subunit; Short=CYBL; Flags: Precursor;	6391	-
33553	P28328	PEX2	RecName: Full=Peroxisome biogenesis factor 2 {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:34903883}; EC=2.3.2.36 {ECO:0000250|UniProtKB:P32800}; AltName: Full=35 kDa peroxisomal membrane protein {ECO:0000303|PubMed:10891359}; AltName: Full=Peroxin-2 {ECO:0000305}; AltName: Full=Peroxisomal membrane protein 3; AltName: Full=Peroxisome assembly factor 1 {ECO:0000303|PubMed:1546315}; Short=PAF-1 {ECO:0000303|PubMed:1546315}; AltName: Full=RING finger protein 72;	5828	-
8870	P28715	ERCC5	RecName: Full=DNA excision repair protein ERCC-5 {ECO:0000305}; EC=3.1.-.- {ECO:0000269|PubMed:32522879, ECO:0000269|PubMed:32821917, ECO:0000269|PubMed:7651464, ECO:0000269|PubMed:8078765, ECO:0000269|PubMed:8090225, ECO:0000269|PubMed:8206890}; AltName: Full=DNA repair protein complementing XP-G cells; Short=XPG; AltName: Full=Xeroderma pigmentosum group G-complementing protein;	2073	-
33564	O43933	PEX1	RecName: Full=Peroxisomal ATPase PEX1 {ECO:0000305}; EC=3.6.4.- {ECO:0000269|PubMed:16854980}; AltName: Full=Peroxin-1 {ECO:0000305}; AltName: Full=Peroxisome biogenesis disorder protein 1; AltName: Full=Peroxisome biogenesis factor 1 {ECO:0000305};	5189	-
50917	Q99708	RBBP8	RecName: Full=DNA endonuclease RBBP8; EC=3.1.-.- {ECO:0000269|PubMed:19202191}; AltName: Full=CtBP-interacting protein; Short=CtIP; AltName: Full=Retinoblastoma-binding protein 8; Short=RBBP-8; AltName: Full=Retinoblastoma-interacting protein and myosin-like; Short=RIM; AltName: Full=Sporulation in the absence of SPO11 protein 2 homolog; Short=SAE2;	5932	-
11853	P06280	GLA	RecName: Full=Alpha-galactosidase A {ECO:0000305}; EC=3.2.1.22 {ECO:0000269|PubMed:26415523, ECO:0000269|PubMed:27211852}; AltName: Full=Alpha-D-galactosidase A; AltName: Full=Alpha-D-galactoside galactohydrolase; AltName: Full=Galactosylgalactosylglucosylceramidase GLA {ECO:0000305}; AltName: Full=Melibiase; AltName: INN=Agalsidase; Flags: Precursor;	2717	-
27200	Q86SQ7	SDCCAG8	RecName: Full=Serologically defined colon cancer antigen 8; AltName: Full=Antigen NY-CO-8; AltName: Full=Centrosomal colon cancer autoantigen protein; Short=hCCCAP;	10806	-
50148	Q92466	DDB2	RecName: Full=DNA damage-binding protein 2; AltName: Full=DDB p48 subunit; Short=DDBb; AltName: Full=Damage-specific DNA-binding protein 2; AltName: Full=UV-damaged DNA-binding protein 2; Short=UV-DDB 2;	1643	-
33579	Q92968	PEX13	RecName: Full=Peroxisomal membrane protein PEX13 {ECO:0000305}; AltName: Full=Peroxin-13 {ECO:0000305};	5194	-
9796	P60484	PTEN	RecName: Full=Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN {ECO:0000305|PubMed:9256433, ECO:0000305|PubMed:9811831}; EC=3.1.3.16 {ECO:0000269|PubMed:9256433}; EC=3.1.3.48 {ECO:0000269|PubMed:9187108, ECO:0000269|PubMed:9256433}; EC=3.1.3.67 {ECO:0000269|PubMed:16824732, ECO:0000269|PubMed:9811831}; AltName: Full=Inositol polyphosphate 3-phosphatase {ECO:0000305|PubMed:11418101, ECO:0000305|PubMed:9593664}; EC=3.1.3.- {ECO:0000305|PubMed:11418101, ECO:0000305|PubMed:9593664}; AltName: Full=Mutated in multiple advanced cancers 1; AltName: Full=Phosphatase and tensin homolog;	5728	-
33558	Q7Z412	PEX26	RecName: Full=Peroxisome assembly protein 26 {ECO:0000305}; AltName: Full=Peroxin-26 {ECO:0000305};	55670	-
11180	P25445	FAS	RecName: Full=Tumor necrosis factor receptor superfamily member 6; AltName: Full=Apo-1 antigen; AltName: Full=Apoptosis-mediating surface antigen FAS; AltName: Full=FASLG receptor; AltName: CD_antigen=CD95; Flags: Precursor;	355	-
33538	P50542	PEX5	RecName: Full=Peroxisomal targeting signal 1 receptor {ECO:0000305}; Short=PTS1 receptor {ECO:0000303|PubMed:7719337}; Short=PTS1R; AltName: Full=PTS1-BP; AltName: Full=Peroxin-5; AltName: Full=Peroxisomal C-terminal targeting signal import receptor; AltName: Full=Peroxisome receptor 1;	5830	-
13845	P06213	INSR	RecName: Full=Insulin receptor; Short=IR; EC=2.7.10.1; AltName: CD_antigen=CD220; Contains: RecName: Full=Insulin receptor subunit alpha; Contains: RecName: Full=Insulin receptor subunit beta; Flags: Precursor;	3643	-
33534	Q13608	PEX6	RecName: Full=Peroxisomal ATPase PEX6 {ECO:0000305}; EC=3.6.4.- {ECO:0000269|PubMed:16854980}; AltName: Full=Peroxin-6 {ECO:0000305}; AltName: Full=Peroxisomal biogenesis factor 6 {ECO:0000305}; AltName: Full=Peroxisomal-type ATPase 1; AltName: Full=Peroxisome assembly factor 2 {ECO:0000303|PubMed:8670792}; Short=PAF-2 {ECO:0000303|PubMed:8670792};	5190	-
10725	Q8WZA1	POMGNT1	RecName: Full=Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1; Short=POMGnT1; EC=2.4.1.- {ECO:0000269|PubMed:11709191, ECO:0000269|PubMed:11742540, ECO:0000269|PubMed:26908613, ECO:0000269|PubMed:27391550, ECO:0000269|PubMed:27493216, ECO:0000269|PubMed:28512129}; AltName: Full=UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2; Short=GnT I.2;	55624	-
33929	O95613	PCNT	RecName: Full=Pericentrin; AltName: Full=Kendrin; AltName: Full=Pericentrin-B;	5116	-
50947	Q9Y5B0	CTDP1	RecName: Full=RNA polymerase II subunit A C-terminal domain phosphatase; EC=3.1.3.16; AltName: Full=TFIIF-associating CTD phosphatase;	9150	-
14393	Q9Y2R2	PTPN22	RecName: Full=Tyrosine-protein phosphatase non-receptor type 22; EC=3.1.3.48 {ECO:0000269|PubMed:21719704, ECO:0000269|PubMed:27043286}; AltName: Full=Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP; AltName: Full=Lymphoid phosphatase; Short=LyP; AltName: Full=PEST-domain phosphatase; Short=PEP;	26191	-
14628	Q13535	ATR	RecName: Full=Serine/threonine-protein kinase ATR; EC=2.7.11.1 {ECO:0000269|PubMed:21705319, ECO:0000269|PubMed:21777809, ECO:0000269|PubMed:27723717, ECO:0000269|PubMed:27723720}; AltName: Full=Ataxia telangiectasia and Rad3-related protein; AltName: Full=FRAP-related protein 1;	545	-
14665	P22607	FGFR3	RecName: Full=Fibroblast growth factor receptor 3; Short=FGFR-3; EC=2.7.10.1; AltName: CD_antigen=CD333; Flags: Precursor;	2261	-
9708	P05067	APP	RecName: Full=Amyloid-beta precursor protein {ECO:0000312|HGNC:HGNC:620}; Short=APP {ECO:0000312|HGNC:HGNC:620}; AltName: Full=ABPP; AltName: Full=APPI; AltName: Full=Alzheimer disease amyloid A4 protein homolog; AltName: Full=Alzheimer disease amyloid protein; AltName: Full=Amyloid precursor protein {ECO:0000305}; AltName: Full=Amyloid-beta (A4) precursor protein {ECO:0000250|UniProtKB:P12023}; AltName: Full=Amyloid-beta A4 protein; AltName: Full=Cerebral vascular amyloid peptide; Short=CVAP; AltName: Full=PreA4; AltName: Full=Protease nexin-II; Short=PN-II; Contains: RecName: Full=N-APP; Contains: RecName: Full=Soluble APP-alpha {ECO:0000303|PubMed:10656250}; Short=S-APP-alpha {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=Soluble APP-beta {ECO:0000303|PubMed:10656250}; Short=S-APP-beta {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=C99; AltName: Full=Beta-secretase C-terminal fragment {ECO:0000303|PubMed:10656250}; Short=Beta-CTF {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=Amyloid-beta protein 42 {ECO:0000303|PubMed:8886002}; Short=Abeta42; AltName: Full=Beta-APP42; Contains: RecName: Full=Amyloid-beta protein 40 {ECO:0000303|PubMed:8886002}; Short=Abeta40; AltName: Full=Beta-APP40; Contains: RecName: Full=C83; AltName: Full=Alpha-secretase C-terminal fragment {ECO:0000303|PubMed:10656250}; Short=Alpha-CTF {ECO:0000303|PubMed:10656250}; Contains: RecName: Full=P3(42); Contains: RecName: Full=P3(40); Contains: RecName: Full=C80; Contains: RecName: Full=Gamma-secretase C-terminal fragment 59; AltName: Full=Amyloid intracellular domain 59; Short=AICD-59; Short=AID(59); AltName: Full=Gamma-CTF(59); Contains: RecName: Full=Gamma-secretase C-terminal fragment 57; AltName: Full=Amyloid intracellular domain 57; Short=AICD-57; Short=AID(57); AltName: Full=Gamma-CTF(57); Contains: RecName: Full=Gamma-secretase C-terminal fragment 50; AltName: Full=Amyloid intracellular domain 50; Short=AICD-50; Short=AID(50); AltName: Full=Gamma-CTF(50); Contains: RecName: Full=C31; Flags: Precursor;	351	-
21096	Q6DKK2	TTC19	RecName: Full=Tetratricopeptide repeat protein 19, mitochondrial; Short=TPR repeat protein 19; Flags: Precursor;	54902	-
40522	P13473	LAMP2	RecName: Full=Lysosome-associated membrane glycoprotein 2 {ECO:0000303|PubMed:3198605}; Short=LAMP-2 {ECO:0000303|PubMed:3198605}; Short=Lysosome-associated membrane protein 2; AltName: Full=CD107 antigen-like family member B; AltName: Full=LGP-96 {ECO:0000303|PubMed:8662539}; AltName: CD_antigen=CD107b; Flags: Precursor;	3920	-
52449	Q9UBD9	CLCF1	RecName: Full=Cardiotrophin-like cytokine factor 1; AltName: Full=B-cell-stimulating factor 3; Short=BSF-3; AltName: Full=Novel neurotrophin-1; Short=NNT-1; Flags: Precursor;	23529	-
8791	Q14683	SMC1A	RecName: Full=Structural maintenance of chromosomes protein 1A; Short=SMC protein 1A; Short=SMC-1-alpha; Short=SMC-1A; AltName: Full=Sb1.8;	8243	-
12605	P29033	GJB2	RecName: Full=Gap junction beta-2 protein; AltName: Full=Connexin-26 {ECO:0000303|PubMed:11439000, ECO:0000303|PubMed:21094651}; Short=Cx26 {ECO:0000303|PubMed:21094651};	2706	-
21616	Q9BWF2	TRAIP	RecName: Full=E3 ubiquitin-protein ligase TRAIP {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:17544371, ECO:0000269|PubMed:22945920}; AltName: Full=RING finger protein 206 {ECO:0000303|PubMed:26781088}; AltName: Full=TRAF-interacting protein {ECO:0000303|PubMed:26595769, ECO:0000303|PubMed:9104814};	10293	-
7782	P17050	NAGA	RecName: Full=Alpha-N-acetylgalactosaminidase {ECO:0000305}; EC=3.2.1.49 {ECO:0000269|PubMed:19683538}; AltName: Full=Alpha-galactosidase B; Flags: Precursor;	4668	-
8579	P20908	COL5A1	RecName: Full=Collagen alpha-1(V) chain; Flags: Precursor;	1289	-
55963	Q6UY14	ADAMTSL4	RecName: Full=ADAMTS-like protein 4; Short=ADAMTSL-4; AltName: Full=Thrombospondin repeat-containing protein 1; Flags: Precursor;	54507	-
53281	O94986	CEP152	RecName: Full=Centrosomal protein of 152 kDa {ECO:0000305}; Short=Cep152;	22995	-
10092	P21912	SDHB	RecName: Full=Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; EC=1.3.5.1 {ECO:0000269|PubMed:26925370, ECO:0000269|PubMed:27604842}; AltName: Full=Iron-sulfur subunit of complex II; Short=Ip; AltName: Full=Malate dehydrogenase [quinone] iron-sulfur subunit; EC=1.1.5.- {ECO:0000250|UniProtKB:Q3T189}; Flags: Precursor;	6390	-
8873	Q13426	XRCC4	RecName: Full=DNA repair protein XRCC4 {ECO:0000305}; Short=hXRCC4 {ECO:0000303|PubMed:14599745}; AltName: Full=X-ray repair cross-complementing protein 4 {ECO:0000303|PubMed:8548796}; Contains: RecName: Full=Protein XRCC4, C-terminus {ECO:0000305|PubMed:33725486}; Short=XRCC4/C {ECO:0000303|PubMed:33725486};	7518	-
8595	P02461	COL3A1	RecName: Full=Collagen alpha-1(III) chain; Flags: Precursor;	1281	-
21247	Q92574	TSC1	RecName: Full=Hamartin {ECO:0000303|PubMed:9809973}; AltName: Full=Tuberous sclerosis 1 protein {ECO:0000303|PubMed:9242607};	7248	-
12843	Q9Y5Y5	PEX16	RecName: Full=Peroxisomal membrane protein PEX16; AltName: Full=Peroxin-16; AltName: Full=Peroxisomal biogenesis factor 16;	9409	-
19066	Q01831	XPC	RecName: Full=DNA repair protein complementing XP-C cells; AltName: Full=Xeroderma pigmentosum group C-complementing protein; AltName: Full=p125;	7508	-
11255	O43424	GRID2	RecName: Full=Glutamate receptor ionotropic, delta-2; Short=GluD2; Short=GluR delta-2 subunit; Flags: Precursor;	2895	-
13889	Q7Z2E3	APTX	RecName: Full=Aprataxin; EC=3.6.1.71 {ECO:0000269|PubMed:16964241, ECO:0000269|PubMed:17276982, ECO:0000269|PubMed:24362567, ECO:0000305|PubMed:16547001}; EC=3.6.1.72 {ECO:0000250|UniProtKB:O74859}; AltName: Full=Forkhead-associated domain histidine triad-like protein; Short=FHA-HIT;	54840	-
15374	Q9UQD0	SCN8A	RecName: Full=Sodium channel protein type 8 subunit alpha; AltName: Full=Sodium channel protein type VIII subunit alpha; AltName: Full=Voltage-gated sodium channel subunit alpha Nav1.6 {ECO:0000303|PubMed:19136557};	6334	-
7568	P22314	UBA1	RecName: Full=Ubiquitin-like modifier-activating enzyme 1; EC=6.2.1.45 {ECO:0000305|PubMed:1447181}; AltName: Full=Protein A1S9; AltName: Full=Ubiquitin-activating enzyme E1;	7317	-
11424	Q92889	ERCC4	RecName: Full=DNA repair endonuclease XPF; EC=3.1.-.- {ECO:0000269|PubMed:10413517}; AltName: Full=DNA excision repair protein ERCC-4 {ECO:0000303|PubMed:8887684}; AltName: Full=DNA repair protein complementing XP-F cells {ECO:0000303|PubMed:8797827}; AltName: Full=Xeroderma pigmentosum group F-complementing protein {ECO:0000303|PubMed:8797827};	2072	-
8788	P18074	ERCC2	RecName: Full=General transcription and DNA repair factor IIH helicase subunit XPD; Short=TFIIH subunit XPD; EC=5.6.2.3 {ECO:0000269|PubMed:31253769, ECO:0000269|PubMed:8413672, ECO:0000269|PubMed:9771713}; AltName: Full=Basic transcription factor 2 80 kDa subunit; Short=BTF2 p80; AltName: Full=CXPD; AltName: Full=DNA 5'-3' helicase XPD {ECO:0000305}; AltName: Full=DNA excision repair protein ERCC-2; AltName: Full=DNA repair protein complementing XP-D cells; AltName: Full=TFIIH basal transcription factor complex 80 kDa subunit; Short=TFIIH 80 kDa subunit; Short=TFIIH p80; AltName: Full=Xeroderma pigmentosum group D-complementing protein;	2068	-
34998	Q01968	OCRL	RecName: Full=Inositol polyphosphate 5-phosphatase OCRL {ECO:0000305}; EC=3.1.3.36 {ECO:0000269|PubMed:10764818, ECO:0000269|PubMed:15474001, ECO:0000269|PubMed:7761412}; EC=3.1.3.56 {ECO:0000269|PubMed:15474001, ECO:0000269|PubMed:7761412}; AltName: Full=Inositol polyphosphate 5-phosphatase OCRL-1; Short=OCRL-1 {ECO:0000303|PubMed:8504307}; AltName: Full=Lowe oculocerebrorenal syndrome protein; AltName: Full=Phosphatidylinositol 3,4,5-triphosphate 5-phosphatase; EC=3.1.3.86 {ECO:0000269|PubMed:10764818, ECO:0000269|PubMed:15474001};	4952	-
37763	O75352	MPDU1	RecName: Full=Mannose-P-dolichol utilization defect 1 protein; AltName: Full=Suppressor of Lec15 and Lec35 glycosylation mutation homolog; Short=SL15;	9526	-
33567	P40855	PEX19	RecName: Full=Peroxisomal biogenesis factor 19 {ECO:0000305}; AltName: Full=33 kDa housekeeping protein; AltName: Full=Peroxin-19; AltName: Full=Peroxisomal farnesylated protein; Flags: Precursor;	5824	-
55778	P54253	ATXN1	RecName: Full=Ataxin-1; AltName: Full=Spinocerebellar ataxia type 1 protein;	6310	-
33583	O00623	PEX12	RecName: Full=Peroxisome assembly protein 12 {ECO:0000305}; AltName: Full=Peroxin-12 {ECO:0000305}; AltName: Full=Peroxisome assembly factor 3; Short=PAF-3;	5193	-
11840	O00444	PLK4	RecName: Full=Serine/threonine-protein kinase PLK4 {ECO:0000305}; EC=2.7.11.21 {ECO:0000269|PubMed:16244668, ECO:0000269|PubMed:18239451, ECO:0000269|PubMed:19164942}; AltName: Full=Polo-like kinase 4; Short=PLK-4; AltName: Full=Serine/threonine-protein kinase 18; AltName: Full=Serine/threonine-protein kinase Sak;	10733	-
