BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
34640	Q9UJX0	OSGIN1	RecName: Full=Oxidative stress-induced growth inhibitor 1 {ECO:0000305}; AltName: Full=Bone marrow stromal cell-derived growth inhibitor {ECO:0000303|PubMed:15569677}; Short=BMSC-derived growth inhibitor {ECO:0000303|PubMed:15569677}; AltName: Full=Ovary, kidney and liver protein 38; Short=huOKL38; AltName: Full=Pregnancy-induced growth inhibitor OKL38 {ECO:0000305|PubMed:15569677};	29948	-
36594	P56597	NME5	RecName: Full=Nucleoside diphosphate kinase homolog 5; Short=NDK-H 5; Short=NDP kinase homolog 5; AltName: Full=3'-5' exonuclease NME5 {ECO:0000305}; EC=3.1.-.- {ECO:0000269|PubMed:16313181}; AltName: Full=Inhibitor of p53-induced apoptosis-beta; Short=IPIA-beta; AltName: Full=Testis-specific nm23 homolog; AltName: Full=nm23-H5;	8382	-
14102	P30405	PPIF	RecName: Full=Peptidyl-prolyl cis-trans isomerase F, mitochondrial; Short=PPIase F; EC=5.2.1.8 {ECO:0000269|PubMed:20676357}; AltName: Full=Cyclophilin D; Short=CyP-D; Short=CypD; AltName: Full=Cyclophilin F; AltName: Full=Mitochondrial cyclophilin; Short=CyP-M; AltName: Full=Rotamase F; Flags: Precursor;	10105	-
20607	Q9Y5Z9	UBIAD1	RecName: Full=UbiA prenyltransferase domain-containing protein 1; EC=2.5.1.- {ECO:0000269|PubMed:20953171}; EC=2.5.1.39 {ECO:0000305|PubMed:23374346}; AltName: Full=Transitional epithelial response protein 1 {ECO:0000303|PubMed:11314041};	29914	-
6994	P23396	RPS3	RecName: Full=Small ribosomal subunit protein uS3 {ECO:0000303|PubMed:24524803}; AltName: Full=40S ribosomal protein S3 {ECO:0000303|PubMed:2129557}; EC=4.2.99.18 {ECO:0000269|PubMed:7775413};	6188	-
32547	Q8TCS8	PNPT1	RecName: Full=Polyribonucleotide nucleotidyltransferase 1, mitochondrial {ECO:0000305}; EC=2.7.7.8 {ECO:0000269|PubMed:18083836}; AltName: Full=3'-5' RNA exonuclease OLD35; AltName: Full=PNPase old-35; AltName: Full=Polynucleotide phosphorylase 1; Short=PNPase 1; AltName: Full=Polynucleotide phosphorylase-like protein; Flags: Precursor;	87178	-
10054	Q9BQI3	EIF2AK1	RecName: Full=Eukaryotic translation initiation factor 2-alpha kinase 1 {ECO:0000305}; EC=2.7.11.1 {ECO:0000269|PubMed:32132707, ECO:0000269|PubMed:38340717}; AltName: Full=Heme-controlled repressor; Short=HCR; AltName: Full=Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase {ECO:0000303|Ref.3}; AltName: Full=Heme-regulated inhibitor {ECO:0000303|PubMed:11101152}; Short=hHRI {ECO:0000303|PubMed:11101152}; AltName: Full=Hemin-sensitive initiation factor 2-alpha kinase {ECO:0000303|Ref.2};	27102	-
30046	O43566	RGS14	RecName: Full=Regulator of G-protein signaling 14; Short=RGS14;	10636	-
16762	Q969S3	ZNF622	RecName: Full=Cytoplasmic 60S subunit biogenesis factor ZNF622 {ECO:0000305}; AltName: Full=Zinc finger protein 622 {ECO:0000305}; AltName: Full=Zinc finger-like protein 9 {ECO:0000303|PubMed:11802789};	90441	-
49820	Q13268	DHRS2	RecName: Full=Dehydrogenase/reductase SDR family member 2, mitochondrial {ECO:0000303|PubMed:19027726}; EC=1.1.1.- {ECO:0000269|PubMed:16685466}; AltName: Full=Dicarbonyl reductase HEP27 {ECO:0000303|PubMed:7556196}; AltName: Full=Protein D; AltName: Full=Short chain dehydrogenase/reductase family 25C member 1 {ECO:0000303|PubMed:19027726}; Short=Protein SDR25C1 {ECO:0000303|PubMed:19027726}; Flags: Precursor;	10202	-
24432	Q6EEV6	SUMO4	RecName: Full=Small ubiquitin-related modifier 4; Short=SUMO-4; AltName: Full=Small ubiquitin-like protein 4; Flags: Precursor;	387082	-
14588	Q15392	DHCR24	RecName: Full=Delta(24)-sterol reductase; EC=1.3.1.72 {ECO:0000269|PubMed:11519011, ECO:0000269|PubMed:21671375}; AltName: Full=24-dehydrocholesterol reductase; AltName: Full=3-beta-hydroxysterol Delta-24-reductase; AltName: Full=Diminuto/dwarf1 homolog; AltName: Full=Seladin-1 {ECO:0000303|PubMed:11007892}; Flags: Precursor;	1718	-
55822	O75882	ATRN	RecName: Full=Attractin; AltName: Full=DPPT-L; AltName: Full=Mahogany homolog; Flags: Precursor;	8455	-
11577	Q9BXM7	PINK1	RecName: Full=Serine/threonine-protein kinase PINK1, mitochondrial; EC=2.7.11.1 {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:24660806, ECO:0000269|PubMed:24751536, ECO:0000269|PubMed:24784582, ECO:0000269|PubMed:32484300}; AltName: Full=BRPK; AltName: Full=PTEN-induced putative kinase protein 1; Flags: Precursor;	65018	-
15750	Q96FI4	NEIL1	RecName: Full=Endonuclease 8-like 1; EC=3.2.2.-; EC=4.2.99.18; AltName: Full=DNA glycosylase/AP lyase Neil1; AltName: Full=DNA-(apurinic or apyrimidinic site) lyase Neil1; AltName: Full=Endonuclease VIII-like 1; AltName: Full=FPG1; AltName: Full=Nei homolog 1; Short=NEH1; AltName: Full=Nei-like protein 1;	79661	-
15111	P49137	MAPKAPK2	RecName: Full=MAP kinase-activated protein kinase 2; Short=MAPK-activated protein kinase 2; Short=MAPKAP kinase 2; Short=MAPKAP-K2; Short=MAPKAPK-2; Short=MK-2; Short=MK2; EC=2.7.11.1;	9261	-
7048	P00390	GSR	RecName: Full=Glutathione reductase, mitochondrial; Short=GR; Short=GRase; EC=1.8.1.7 {ECO:0000269|PubMed:17185460}; Flags: Precursor;	2936	-
47874	Q13216	ERCC8	RecName: Full=DNA excision repair protein ERCC-8; AltName: Full=Cockayne syndrome WD repeat protein CSA;	1161	-
27371	Q6AZY7	SCARA3	RecName: Full=Scavenger receptor class A member 3; AltName: Full=Cellular stress response gene protein;	51435	-
10194	Q15119	PDK2	RecName: Full=[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial; EC=2.7.11.2; AltName: Full=Pyruvate dehydrogenase kinase isoform 2; Short=PDH kinase 2; Short=PDKII; Flags: Precursor;	5164	-
51152	Q9NSK7	C19orf12	RecName: Full=Protein C19orf12;	83636	-
10192	Q15139	PRKD1	RecName: Full=Serine/threonine-protein kinase D1; EC=2.7.11.13; AltName: Full=Protein kinase C mu type; AltName: Full=Protein kinase D; AltName: Full=nPKC-D1; AltName: Full=nPKC-mu;	5587	-
11022	Q9NZB2	FAM120A	RecName: Full=Constitutive coactivator of PPAR-gamma-like protein 1; AltName: Full=Oxidative stress-associated SRC activator {ECO:0000303|PubMed:19015244}; AltName: Full=Protein FAM120A;	23196	-
14463	P09874	PARP1	RecName: Full=Poly [ADP-ribose] polymerase 1 {ECO:0000303|PubMed:2824474, ECO:0000303|PubMed:3120710}; Short=PARP-1 {ECO:0000303|PubMed:15607977}; EC=2.4.2.30 {ECO:0000269|PubMed:18172500, ECO:0000269|PubMed:19764761, ECO:0000269|PubMed:25043379, ECO:0000269|PubMed:26344098, ECO:0000269|PubMed:28190768, ECO:0000269|PubMed:33683197, ECO:0000269|PubMed:7852410}; AltName: Full=ADP-ribosyltransferase diphtheria toxin-like 1 {ECO:0000303|PubMed:29954836}; Short=ARTD1 {ECO:0000303|PubMed:29954836}; AltName: Full=DNA ADP-ribosyltransferase PARP1 {ECO:0000305}; EC=2.4.2.- {ECO:0000269|PubMed:27471034}; AltName: Full=NAD(+) ADP-ribosyltransferase 1 {ECO:0000303|Ref.11}; Short=ADPRT 1 {ECO:0000303|Ref.11}; AltName: Full=Poly[ADP-ribose] synthase 1; AltName: Full=Protein poly-ADP-ribosyltransferase PARP1 {ECO:0000305}; EC=2.4.2.- {ECO:0000269|PubMed:19764761, ECO:0000269|PubMed:25043379, ECO:0000269|PubMed:27256882, ECO:0000269|PubMed:33683197, ECO:0000269|PubMed:34210965, ECO:0000269|PubMed:34625544, ECO:0000269|PubMed:35393539}; Contains: RecName: Full=Poly [ADP-ribose] polymerase 1, processed C-terminus {ECO:0000305}; AltName: Full=Poly [ADP-ribose] polymerase 1, 89-kDa form {ECO:0000303|PubMed:33168626}; Contains: RecName: Full=Poly [ADP-ribose] polymerase 1, processed N-terminus {ECO:0000305}; Short=NT-PARP-1 {ECO:0000303|PubMed:35104452}; AltName: Full=Poly [ADP-ribose] polymerase 1, 24-kDa form {ECO:0000303|PubMed:33168626}; AltName: Full=Poly [ADP-ribose] polymerase 1, 28-kDa form {ECO:0000303|PubMed:9721847};	142	-
57939	Q6IQ32	ADNP2	RecName: Full=Activity-dependent neuroprotector homeobox protein 2; Short=ADNP homeobox protein 2; AltName: Full=Zinc finger protein 508;	22850	-
47609	P41161	ETV5	RecName: Full=ETS translocation variant 5; AltName: Full=Ets-related protein ERM;	2119	-
23849	Q96A56	TP53INP1	RecName: Full=Tumor protein p53-inducible nuclear protein 1; AltName: Full=Stress-induced protein; AltName: Full=p53-dependent damage-inducible nuclear protein 1; Short=p53DINP1;	94241	-
12305	Q96PH1	NOX5	RecName: Full=NADPH oxidase 5; EC=1.6.3.-;	134826889; 79400	-
8788	P18074	ERCC2	RecName: Full=General transcription and DNA repair factor IIH helicase subunit XPD; Short=TFIIH subunit XPD; EC=5.6.2.3 {ECO:0000269|PubMed:31253769, ECO:0000269|PubMed:8413672, ECO:0000269|PubMed:9771713}; AltName: Full=Basic transcription factor 2 80 kDa subunit; Short=BTF2 p80; AltName: Full=CXPD; AltName: Full=DNA 5'-3' helicase XPD {ECO:0000305}; AltName: Full=DNA excision repair protein ERCC-2; AltName: Full=DNA repair protein complementing XP-D cells; AltName: Full=TFIIH basal transcription factor complex 80 kDa subunit; Short=TFIIH 80 kDa subunit; Short=TFIIH p80; AltName: Full=Xeroderma pigmentosum group D-complementing protein;	2068	-
15850	Q9NPH5	NOX4	RecName: Full=NADPH oxidase 4; EC=1.6.3.1 {ECO:0000269|PubMed:14966267, ECO:0000269|PubMed:15356101, ECO:0000269|PubMed:15927447, ECO:0000269|PubMed:21343298, ECO:0000269|PubMed:25062272}; AltName: Full=Kidney oxidase-1; Short=KOX-1; AltName: Full=Kidney superoxide-producing NADPH oxidase; AltName: Full=Renal NAD(P)H-oxidase;	50507	-
10597	Q7LG56	RRM2B	RecName: Full=Ribonucleoside-diphosphate reductase subunit M2 B; EC=1.17.4.1; AltName: Full=TP53-inducible ribonucleotide reductase M2 B; AltName: Full=p53-inducible ribonucleotide reductase small subunit 2-like protein; Short=p53R2;	50484	-
12780	Q16678	CYP1B1	RecName: Full=Cytochrome P450 1B1 {ECO:0000303|PubMed:10426814}; EC=1.14.14.1 {ECO:0000269|PubMed:10426814, ECO:0000269|PubMed:22888116}; AltName: Full=CYPIB1; AltName: Full=Hydroperoxy icosatetraenoate dehydratase {ECO:0000305|PubMed:21068195}; EC=4.2.1.152 {ECO:0000269|PubMed:21068195};	1545	-
12149	P48506	GCLC	RecName: Full=Glutamate--cysteine ligase catalytic subunit {ECO:0000305}; EC=6.3.2.2 {ECO:0000269|PubMed:12663448, ECO:0000269|PubMed:9675072}; AltName: Full=GCS heavy chain; AltName: Full=Gamma-ECS; AltName: Full=Gamma-glutamylcysteine synthetase;	2729	-
12114	P35354	PTGS2	RecName: Full=Prostaglandin G/H synthase 2 {ECO:0000305}; EC=1.14.99.1 {ECO:0000269|PubMed:16373578, ECO:0000269|PubMed:26859324, ECO:0000269|PubMed:27226593}; AltName: Full=Cyclooxygenase-2 {ECO:0000303|PubMed:17113084}; Short=COX-2 {ECO:0000303|PubMed:17113084}; AltName: Full=PHS II; AltName: Full=Prostaglandin H2 synthase 2; Short=PGH synthase 2; Short=PGHS-2; AltName: Full=Prostaglandin-endoperoxide synthase 2; Flags: Precursor;	5743	-
55582	Q9UL15	BAG5	RecName: Full=BAG family molecular chaperone regulator 5; Short=BAG-5; AltName: Full=Bcl-2-associated athanogene 5;	9529	-
47638	Q16134	ETFDH	RecName: Full=Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial {ECO:0000305}; Short=ETF-QO; Short=ETF-ubiquinone oxidoreductase; EC=1.5.5.1 {ECO:0000269|PubMed:12049629}; AltName: Full=Electron-transferring-flavoprotein dehydrogenase; Short=ETF dehydrogenase; Flags: Precursor;	2110	-
26841	Q7Z333	SETX	RecName: Full=Probable helicase senataxin {ECO:0000305}; EC=3.6.4.-; AltName: Full=Amyotrophic lateral sclerosis 4 protein; AltName: Full=SEN1 homolog {ECO:0000305}; AltName: Full=Senataxin {ECO:0000303|PubMed:14770181, ECO:0000312|HGNC:HGNC:445};	23064	-
31986	O60260	PRKN	RecName: Full=E3 ubiquitin-protein ligase parkin {ECO:0000305}; Short=Parkin; EC=2.3.2.31 {ECO:0000269|PubMed:23770887, ECO:0000269|PubMed:32047033}; AltName: Full=Parkin RBR E3 ubiquitin-protein ligase {ECO:0000312|HGNC:HGNC:8607}; AltName: Full=Parkinson juvenile disease protein 2; Short=Parkinson disease protein 2;	5071	-
46924	Q9Y3I1	FBXO7	RecName: Full=F-box only protein 7;	25793	-
10535	Q16644	MAPKAPK3	RecName: Full=MAP kinase-activated protein kinase 3; Short=MAPK-activated protein kinase 3; Short=MAPKAP kinase 3; Short=MAPKAP-K3; Short=MAPKAPK-3; Short=MK-3; EC=2.7.11.1; AltName: Full=Chromosome 3p kinase; Short=3pK;	7867	-
14114	P10415	BCL2	RecName: Full=Apoptosis regulator Bcl-2;	596	-
31983	O75569	PRKRA	RecName: Full=Interferon-inducible double-stranded RNA-dependent protein kinase activator A; AltName: Full=PKR-associated protein X; AltName: Full=PKR-associating protein X; AltName: Full=Protein activator of the interferon-induced protein kinase; AltName: Full=Protein kinase, interferon-inducible double-stranded RNA-dependent activator;	8575	-
15925	Q07820	MCL1	RecName: Full=Induced myeloid leukemia cell differentiation protein Mcl-1; AltName: Full=Bcl-2-like protein 3; Short=Bcl2-L-3; AltName: Full=Bcl-2-related protein EAT/mcl1; AltName: Full=mcl1/EAT;	4170	-
10733	P56556	NDUFA6	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 {ECO:0000305}; AltName: Full=Complex I-B14; Short=CI-B14; AltName: Full=LYR motif-containing protein 6; AltName: Full=NADH-ubiquinone oxidoreductase B14 subunit;	4700	-
32094	O75915	ARL6IP5	RecName: Full=PRA1 family protein 3; AltName: Full=ADP-ribosylation factor-like protein 6-interacting protein 5; Short=ARL-6-interacting protein 5; Short=Aip-5; AltName: Full=Cytoskeleton-related vitamin A-responsive protein; AltName: Full=Dermal papilla-derived protein 11; AltName: Full=GTRAP3-18; AltName: Full=Glutamate transporter EAAC1-interacting protein; AltName: Full=JM5; AltName: Full=Prenylated Rab acceptor protein 2; AltName: Full=Protein JWa; AltName: Full=Putative MAPK-activating protein PM27;	10550	-
16318	P48637	GSS	RecName: Full=Glutathione synthetase {ECO:0000303|PubMed:7646467}; Short=GSH synthetase; Short=GSH-S; EC=6.3.2.3 {ECO:0000269|PubMed:7646467, ECO:0000269|PubMed:9215686}; AltName: Full=Glutathione synthase;	2937	-
14326	P29353	SHC1	RecName: Full=SHC-transforming protein 1; AltName: Full=SHC-transforming protein 3; AltName: Full=SHC-transforming protein A; AltName: Full=Src homology 2 domain-containing-transforming protein C1; Short=SH2 domain protein C1;	6464	-
31259	A1KZ92	PXDNL	RecName: Full=Probable oxidoreductase PXDNL {ECO:0000305}; EC=1.-.-.- {ECO:0000305|PubMed:24253521}; AltName: Full=Cardiac peroxidase; AltName: Full=Inactive peroxidasin-like protein {ECO:0000305|PubMed:24253521}; AltName: Full=Polysomal ribonuclease 1; Short=PRM1; AltName: Full=Vascular peroxidase 2; Flags: Precursor;	137902	-
55924	O00244	ATOX1	RecName: Full=Copper transport protein ATOX1 {ECO:0000305}; AltName: Full=Metal transport protein ATX1;	475	-
14206	Q15109	AGER	RecName: Full=Advanced glycosylation end product-specific receptor; AltName: Full=Receptor for advanced glycosylation end products; Flags: Precursor;	177	-
10126	Q8N573	OXR1	RecName: Full=Oxidation resistance protein 1;	55074	-
